ENSMUSG00000102320.1	RP24-181G14.1	Gene Expression
ENSMUSG00000104226.1	RP23-404K2.2	Gene Expression
ENSMUSG00000103903.1	Rps2-ps2	Gene Expression
ENSMUSG00000103557.1	RP23-408B17.1	Gene Expression
ENSMUSG00000025909.16	Sntg1	Gene Expression
ENSMUSG00000102647.1	RP23-241G23.1	Gene Expression
ENSMUSG00000086235.1	AC102786.2	Gene Expression
ENSMUSG00000102253.1	RP23-311L17.1	Gene Expression
ENSMUSG00000093970.1	Gm23358	Gene Expression
ENSMUSG00000103884.1	RP24-442E5.1	Gene Expression
ENSMUSG00000084353.1	AC163389.1	Gene Expression
ENSMUSG00000103933.1	RP23-397E23.1	Gene Expression
ENSMUSG00000076135.1	Gm24276	Gene Expression
ENSMUSG00000086195.1	AC118192.1	Gene Expression
ENSMUSG00000104504.1	RP23-200C17.1	Gene Expression
ENSMUSG00000066693.2	AC122738.1	Gene Expression
ENSMUSG00000102316.1	RP23-331M15.1	Gene Expression
ENSMUSG00000103819.1	RP23-331M15.2	Gene Expression
ENSMUSG00000102871.1	RP23-411P10.1	Gene Expression
ENSMUSG00000101571.2	RP23-411P10.5	Gene Expression
ENSMUSG00000104428.1	RP23-411P10.3	Gene Expression
ENSMUSG00000102272.1	RP23-411P10.2	Gene Expression
ENSMUSG00000065625.1	Gm24765	Gene Expression
ENSMUSG00000103411.1	RP24-361E12.1	Gene Expression
ENSMUSG00000061024.8	Rrs1	Gene Expression
ENSMUSG00000025911.14	Adhfe1	Gene Expression
ENSMUSG00000079671.8	AC103620.4	Gene Expression
ENSMUSG00000081441.3	AC103620.1	Gene Expression
ENSMUSG00000067879.3	AC103620.3	Gene Expression
ENSMUSG00000099827.1	RP24-219C22.3	Gene Expression
ENSMUSG00000025912.16	Mybl1	Gene Expression
ENSMUSG00000045210.8	Vcpip1	Gene Expression
ENSMUSG00000097893.8	RP23-228O9.1	Gene Expression
ENSMUSG00000025915.14	Sgk3	Gene Expression
ENSMUSG00000046334.4	RP23-228O9.3	Gene Expression
ENSMUSG00000088916.1	Gm22607	Gene Expression
ENSMUSG00000046101.16	Mcmdc2	Gene Expression
ENSMUSG00000098234.7	Snhg6	Gene Expression
ENSMUSG00000093178.1	Snord87	Gene Expression
ENSMUSG00000099032.2	Tcf24	Gene Expression
ENSMUSG00000104025.1	RP23-228G18.3	Gene Expression
ENSMUSG00000025916.10	Ppp1r42	Gene Expression
ENSMUSG00000087199.1	AC102570.3	Gene Expression
ENSMUSG00000095780.1	Gm24674	Gene Expression
ENSMUSG00000025917.9	Cops5	Gene Expression
ENSMUSG00000056763.16	Cspp1	Gene Expression
ENSMUSG00000102356.1	RP23-228G18.5	Gene Expression
ENSMUSG00000067851.11	Arfgef1	Gene Expression
ENSMUSG00000088153.1	Gm26348	Gene Expression
ENSMUSG00000102556.1	RP24-327F2.1	Gene Expression
ENSMUSG00000042501.12	Cpa6	Gene Expression
ENSMUSG00000103810.1	RP23-418C16.1	Gene Expression
ENSMUSG00000083422.1	AC102469.1	Gene Expression
ENSMUSG00000094979.1	Gm25253	Gene Expression
ENSMUSG00000081417.1	AC102426.1	Gene Expression
ENSMUSG00000103448.1	RP24-88A10.2	Gene Expression
ENSMUSG00000100212.1	RP24-88A10.1	Gene Expression
ENSMUSG00000100648.1	RP24-467J24.1	Gene Expression
ENSMUSG00000088585.1	Gm22963	Gene Expression
ENSMUSG00000048960.13	Prex2	Gene Expression
ENSMUSG00000077318.1	Gm24173	Gene Expression
ENSMUSG00000101827.1	RP24-427A3.1	Gene Expression
ENSMUSG00000103494.1	RP23-366M5.2	Gene Expression
ENSMUSG00000057715.13	AC103635.1	Gene Expression
ENSMUSG00000103825.1	RP23-2K13.1	Gene Expression
ENSMUSG00000099845.1	RP24-467J24.2	Gene Expression
ENSMUSG00000103561.1	RP24-239K20.1	Gene Expression
ENSMUSG00000101610.1	RP23-334J7.1	Gene Expression
ENSMUSG00000093864.1	Gm22633	Gene Expression
ENSMUSG00000098555.1	Mir6341	Gene Expression
ENSMUSG00000097628.1	RP23-138D5.1	Gene Expression
ENSMUSG00000098163.1	RP24-331K22.1	Gene Expression
ENSMUSG00000097171.1	RP24-331K22.3	Gene Expression
ENSMUSG00000101314.1	RP24-331K22.2	Gene Expression
ENSMUSG00000016918.15	Sulf1	Gene Expression
ENSMUSG00000025938.16	Slco5a1	Gene Expression
ENSMUSG00000104518.1	RP24-178B14.2	Gene Expression
ENSMUSG00000069620.6	RP24-178B14.3	Gene Expression
ENSMUSG00000099498.1	RP24-178B14.1	Gene Expression
ENSMUSG00000042414.7	Prdm14	Gene Expression
ENSMUSG00000005886.14	Ncoa2	Gene Expression
ENSMUSG00000103506.1	RP23-93D12.2	Gene Expression
ENSMUSG00000103495.1	RP23-93D12.1	Gene Expression
ENSMUSG00000099183.1	Gm27881	Gene Expression
ENSMUSG00000102639.1	RP23-125I14.4	Gene Expression
ENSMUSG00000104170.1	RP23-125I14.3	Gene Expression
ENSMUSG00000087782.1	Gm23169	Gene Expression
ENSMUSG00000103085.1	RP23-125I14.2	Gene Expression
ENSMUSG00000102664.1	RP23-125I14.1	Gene Expression
ENSMUSG00000101476.1	RP23-125I14.5	Gene Expression
ENSMUSG00000101171.1	RP23-125I14.6	Gene Expression
ENSMUSG00000025935.10	Tram1	Gene Expression
ENSMUSG00000025937.6	Lactb2	Gene Expression
ENSMUSG00000102982.1	RP23-70F22.2	Gene Expression
ENSMUSG00000067813.3	Xkr9	Gene Expression
ENSMUSG00000077368.1	Gm26273	Gene Expression
ENSMUSG00000097711.1	RP23-70F22.1	Gene Expression
ENSMUSG00000102166.1	RP23-74B7.1	Gene Expression
ENSMUSG00000089358.1	Gm25491	Gene Expression
ENSMUSG00000104209.1	RP24-335B5.1	Gene Expression
ENSMUSG00000025932.14	Eya1	Gene Expression
ENSMUSG00000095853.1	Gm22616	Gene Expression
ENSMUSG00000102588.1	RP24-291C20.1	Gene Expression
ENSMUSG00000054493.2	RP24-356G6.1	Gene Expression
ENSMUSG00000025930.6	Msc	Gene Expression
ENSMUSG00000103492.1	RP23-398C14.1	Gene Expression
ENSMUSG00000081201.1	Smt3h2-ps4	Gene Expression
ENSMUSG00000082193.1	Rpl5-ps1	Gene Expression
ENSMUSG00000032769.4	Trpa1	Gene Expression
ENSMUSG00000088159.1	Gm26345	Gene Expression
ENSMUSG00000073737.3	RP23-143L15.1	Gene Expression
ENSMUSG00000092083.4	Kcnb2	Gene Expression
ENSMUSG00000102937.1	RP23-445B17.1	Gene Expression
ENSMUSG00000104149.1	RP24-66C10.4	Gene Expression
ENSMUSG00000088829.1	Gm25227	Gene Expression
ENSMUSG00000077377.1	Gm25168	Gene Expression
ENSMUSG00000101652.1	RP23-325F17.2	Gene Expression
ENSMUSG00000100814.1	RP23-325F17.1	Gene Expression
ENSMUSG00000025925.14	Terf1	Gene Expression
ENSMUSG00000104379.1	RP23-325F17.4	Gene Expression
ENSMUSG00000032719.4	Sbspon	Gene Expression
ENSMUSG00000088943.1	Gm23259	Gene Expression
ENSMUSG00000100652.1	RP24-178O17.1	Gene Expression
ENSMUSG00000067795.13	AC162442.2	Gene Expression
ENSMUSG00000043716.13	Rpl7	Gene Expression
ENSMUSG00000025921.7	Rdh10	Gene Expression
ENSMUSG00000104165.1	RP24-178O17.2	Gene Expression
ENSMUSG00000100868.1	RP24-73D23.1	Gene Expression
ENSMUSG00000025920.19	Stau2	Gene Expression
ENSMUSG00000089982.7	AC167117.2	Gene Expression
ENSMUSG00000025939.17	Ube2w	Gene Expression
ENSMUSG00000102457.1	RP23-382H8.2	Gene Expression
ENSMUSG00000079658.9	Eloc	Gene Expression
ENSMUSG00000097744.1	RP23-382H8.4	Gene Expression
ENSMUSG00000100959.1	RP23-382H8.5	Gene Expression
ENSMUSG00000025940.6	Tmem70	Gene Expression
ENSMUSG00000025779.10	Ly96	Gene Expression
ENSMUSG00000100093.1	RP23-470P10.1	Gene Expression
ENSMUSG00000091020.3	RP23-470P10.2	Gene Expression
ENSMUSG00000101640.1	RP24-254D14.3	Gene Expression
ENSMUSG00000104133.1	RP24-254D14.1	Gene Expression
ENSMUSG00000042686.5	Jph1	Gene Expression
ENSMUSG00000100110.1	RP23-110G23.2	Gene Expression
ENSMUSG00000025777.8	Gdap1	Gene Expression
ENSMUSG00000099899.1	RP24-317E22.1	Gene Expression
ENSMUSG00000100272.1	RP24-317E22.2	Gene Expression
ENSMUSG00000100398.1	RP23-215C21.1	Gene Expression
ENSMUSG00000101589.1	Rbm6-ps1	Gene Expression
ENSMUSG00000102048.1	RP23-215C21.3	Gene Expression
ENSMUSG00000089534.1	Gm25166	Gene Expression
ENSMUSG00000067780.3	Pi15	Gene Expression
ENSMUSG00000100053.1	RP23-329F7.2	Gene Expression
ENSMUSG00000085125.7	AC104917.1	Gene Expression
ENSMUSG00000025776.13	Crispld1	Gene Expression
ENSMUSG00000099895.1	RP23-329F7.3	Gene Expression
ENSMUSG00000100554.1	RP24-571A14.1	Gene Expression
ENSMUSG00000099473.1	RP24-571A14.3	Gene Expression
ENSMUSG00000099591.1	RP24-571A14.4	Gene Expression
ENSMUSG00000109887.1	RP24-571A14.6	Gene Expression
ENSMUSG00000102001.1	RP24-571A14.2	Gene Expression
ENSMUSG00000101717.2	RP24-571A14.5	Gene Expression
ENSMUSG00000025774.14	Crisp4	Gene Expression
ENSMUSG00000070977.4	Defb44-ps	Gene Expression
ENSMUSG00000073735.1	Defb18	Gene Expression
ENSMUSG00000067773.6	Defb41	Gene Expression
ENSMUSG00000101685.1	RP24-108N24.2	Gene Expression
ENSMUSG00000101306.1	RP24-284D7.1	Gene Expression
ENSMUSG00000088800.1	Gm24075	Gene Expression
ENSMUSG00000101644.1	RP23-122B3.1	Gene Expression
ENSMUSG00000099433.1	RP23-122B3.2	Gene Expression
ENSMUSG00000089787.2	AC098736.3	Gene Expression
ENSMUSG00000042596.7	Tfap2d	Gene Expression
ENSMUSG00000100720.1	AC098736.2	Gene Expression
ENSMUSG00000025927.13	Tfap2b	Gene Expression
ENSMUSG00000100538.1	RP24-119I6.2	Gene Expression
ENSMUSG00000101117.1	RP24-119I6.4	Gene Expression
ENSMUSG00000100204.1	RP24-119I6.5	Gene Expression
ENSMUSG00000084668.1	Gm24633	Gene Expression
ENSMUSG00000102597.1	RP24-132H2.1	Gene Expression
ENSMUSG00000043760.16	Pkhd1	Gene Expression
ENSMUSG00000104095.1	RP23-245C4.1	Gene Expression
ENSMUSG00000089914.2	AC101789.2	Gene Expression
ENSMUSG00000090142.2	AC101789.1	Gene Expression
ENSMUSG00000070175.1	Gm24162	Gene Expression
ENSMUSG00000099906.2	Lincmd1	Gene Expression
ENSMUSG00000065559.1	Mir206	Gene Expression
ENSMUSG00000065480.1	Mir133b	Gene Expression
ENSMUSG00000025929.4	Il17a	Gene Expression
ENSMUSG00000041872.9	Il17f	Gene Expression
ENSMUSG00000041859.10	Mcm3	Gene Expression
ENSMUSG00000099714.1	RP23-191A12.1	Gene Expression
ENSMUSG00000102121.1	RP23-191A12.2	Gene Expression
ENSMUSG00000088858.1	Gm24723	Gene Expression
ENSMUSG00000097934.1	RP23-191A12.5	Gene Expression
ENSMUSG00000025931.15	Paqr8	Gene Expression
ENSMUSG00000077314.1	Gm24171	Gene Expression
ENSMUSG00000100929.1	RP23-191A12.6	Gene Expression
ENSMUSG00000041809.5	Efhc1	Gene Expression
ENSMUSG00000041779.5	Tram2	Gene Expression
ENSMUSG00000099971.1	RP24-278K16.1	Gene Expression
ENSMUSG00000100819.1	RP23-80N7.1	Gene Expression
ENSMUSG00000025933.15	Tmem14a	Gene Expression
ENSMUSG00000102633.1	RP23-278E1.4	Gene Expression
ENSMUSG00000025934.15	Gsta3	Gene Expression
ENSMUSG00000099343.1	RP23-80N7.2	Gene Expression
ENSMUSG00000096375.2	RP23-278E1.5	Gene Expression
ENSMUSG00000025936.15	RP23-278E1.2	Gene Expression
ENSMUSG00000093963.1	RP23-278E1.3	Gene Expression
ENSMUSG00000067750.3	Khdc1a	Gene Expression
ENSMUSG00000086194.1	AC115920.6	Gene Expression
ENSMUSG00000094436.1	AC115920.7	Gene Expression
ENSMUSG00000041722.7	Khdc1c	Gene Expression
ENSMUSG00000085507.1	AC115920.8	Gene Expression
ENSMUSG00000094926.1	AC115920.9	Gene Expression
ENSMUSG00000085079.3	Khdc1b	Gene Expression
ENSMUSG00000085679.2	AC115920.4	Gene Expression
ENSMUSG00000028033.16	Kcnq5	Gene Expression
ENSMUSG00000104138.1	RP24-496H1.1	Gene Expression
ENSMUSG00000082935.3	AC115920.2	Gene Expression
ENSMUSG00000103748.1	RP23-322P13.2	Gene Expression
ENSMUSG00000097109.1	Gm26580	Gene Expression
ENSMUSG00000099692.1	RP24-78G8.1	Gene Expression
ENSMUSG00000100418.1	RP24-261D2.1	Gene Expression
ENSMUSG00000041670.16	Rims1	Gene Expression
ENSMUSG00000097642.1	RP23-42E3.1	Gene Expression
ENSMUSG00000101468.1	RP24-495G2.1	Gene Expression
ENSMUSG00000101227.1	RP24-495G2.2	Gene Expression
ENSMUSG00000073730.2	RP24-163I14.1	Gene Expression
ENSMUSG00000089553.1	Gm24176	Gene Expression
ENSMUSG00000102766.1	RP23-28L24.5	Gene Expression
ENSMUSG00000065405.3	Mir30a	Gene Expression
ENSMUSG00000097970.1	RP23-28L24.7	Gene Expression
ENSMUSG00000065567.1	Mir30c-2	Gene Expression
ENSMUSG00000100775.1	RP23-28L24.8	Gene Expression
ENSMUSG00000101226.1	RP23-28L24.9	Gene Expression
ENSMUSG00000026158.11	Ogfrl1	Gene Expression
ENSMUSG00000097920.1	RP24-361E14.1	Gene Expression
ENSMUSG00000099503.1	RP23-25K16.1	Gene Expression
ENSMUSG00000026156.8	B3gat2	Gene Expression
ENSMUSG00000026155.13	Smap1	Gene Expression
ENSMUSG00000026154.4	Sdhaf4	Gene Expression
ENSMUSG00000102495.1	RP24-287C19.1	Gene Expression
ENSMUSG00000026153.15	Fam135a	Gene Expression
ENSMUSG00000102398.1	RP23-255J24.2	Gene Expression
ENSMUSG00000097670.1	RP23-255J24.1	Gene Expression
ENSMUSG00000026147.16	Col9a1	Gene Expression
ENSMUSG00000026141.13	Col19a1	Gene Expression
ENSMUSG00000077463.1	Gm26418	Gene Expression
ENSMUSG00000099997.1	Tubb4b-ps2	Gene Expression
ENSMUSG00000100131.1	RP23-8J15.7	Gene Expression
ENSMUSG00000067736.2	RP23-8J15.6	Gene Expression
ENSMUSG00000101939.1	RP23-8J15.5	Gene Expression
ENSMUSG00000101111.1	RP23-8J15.4	Gene Expression
ENSMUSG00000100862.1	RP23-8J15.3	Gene Expression
ENSMUSG00000102070.1	RP23-8J15.2	Gene Expression
ENSMUSG00000101249.1	RP23-8J15.1	Gene Expression
ENSMUSG00000073725.8	Lmbrd1	Gene Expression
ENSMUSG00000100808.1	RP23-109H7.1	Gene Expression
ENSMUSG00000100483.1	RP24-178K6.1	Gene Expression
ENSMUSG00000100450.1	RP24-178K6.2	Gene Expression
ENSMUSG00000099392.1	RP24-178K6.3	Gene Expression
ENSMUSG00000033569.17	Adgrb3	Gene Expression
ENSMUSG00000080849.1	AC122187.1	Gene Expression
ENSMUSG00000104257.1	RP23-21P2.4	Gene Expression
ENSMUSG00000096866.1	Gm22260	Gene Expression
ENSMUSG00000102296.1	RP23-21P2.3	Gene Expression
ENSMUSG00000103209.1	RP23-21P2.2	Gene Expression
ENSMUSG00000104027.1	RP23-21P2.5	Gene Expression
ENSMUSG00000102407.1	RP23-21P2.6	Gene Expression
ENSMUSG00000103214.1	RP23-21P2.7	Gene Expression
ENSMUSG00000104100.1	RP23-21P2.8	Gene Expression
ENSMUSG00000084740.1	Gm25294	Gene Expression
ENSMUSG00000103889.1	RP23-347F2.2	Gene Expression
ENSMUSG00000101301.1	RP23-347F2.3	Gene Expression
ENSMUSG00000104221.1	RP23-347F2.1	Gene Expression
ENSMUSG00000102250.1	RP23-478K4.2	Gene Expression
ENSMUSG00000102317.1	RP23-478K4.1	Gene Expression
ENSMUSG00000103563.1	RP23-478K4.3	Gene Expression
ENSMUSG00000102465.1	RP23-184I13.2	Gene Expression
ENSMUSG00000102659.1	RP23-184I13.3	Gene Expression
ENSMUSG00000103924.1	RP23-184I13.4	Gene Expression
ENSMUSG00000104132.1	RP23-184I13.5	Gene Expression
ENSMUSG00000102747.1	RP23-184I13.6	Gene Expression
ENSMUSG00000102386.1	RP23-184I13.7	Gene Expression
ENSMUSG00000103004.1	RP23-184I13.8	Gene Expression
ENSMUSG00000104516.1	RP23-184I13.1	Gene Expression
ENSMUSG00000101618.1	RP24-228I17.1	Gene Expression
ENSMUSG00000099458.1	RP24-264B17.1	Gene Expression
ENSMUSG00000088111.1	Gm24064	Gene Expression
ENSMUSG00000073722.3	RP24-338N17.1	Gene Expression
ENSMUSG00000095256.1	n-R5s209	Gene Expression
ENSMUSG00000100310.1	RP23-76B18.1	Gene Expression
ENSMUSG00000101514.1	RP24-176K12.1	Gene Expression
ENSMUSG00000101033.1	RP24-176K12.2	Gene Expression
ENSMUSG00000101372.1	RP23-12H12.1	Gene Expression
ENSMUSG00000103241.1	RP23-19M20.2	Gene Expression
ENSMUSG00000086240.4	AC122186.1	Gene Expression
ENSMUSG00000048411.4	Gm597	Gene Expression
ENSMUSG00000081557.2	AC121566.1	Gene Expression
ENSMUSG00000058590.2	RP24-365G17.1	Gene Expression
ENSMUSG00000101235.1	RP24-430C1.1	Gene Expression
ENSMUSG00000064433.1	Gm25586	Gene Expression
ENSMUSG00000080625.1	Gm22679	Gene Expression
ENSMUSG00000080391.1	Gm23785	Gene Expression
ENSMUSG00000099257.1	Mir6342	Gene Expression
ENSMUSG00000099492.1	RP23-313K8.2	Gene Expression
ENSMUSG00000101726.1	RP24-229N7.1	Gene Expression
ENSMUSG00000096829.1	Gm23771	Gene Expression
ENSMUSG00000098883.1	Gm27430	Gene Expression
ENSMUSG00000053185.2	RP24-172B22.1	Gene Expression
ENSMUSG00000100261.1	RP24-172B22.2	Gene Expression
ENSMUSG00000101180.1	RP24-172B22.4	Gene Expression
ENSMUSG00000048874.15	Phf3	Gene Expression
ENSMUSG00000103783.1	RP24-172B22.6	Gene Expression
ENSMUSG00000104315.1	RP23-471J16.2	Gene Expression
ENSMUSG00000026064.15	Ptp4a1	Gene Expression
ENSMUSG00000086151.3	AC153137.2	Gene Expression
ENSMUSG00000086726.2	AC121911.1	Gene Expression
ENSMUSG00000087346.2	AC121911.2	Gene Expression
ENSMUSG00000100371.1	RP24-173I18.1	Gene Expression
ENSMUSG00000100237.1	RP24-173I18.2	Gene Expression
ENSMUSG00000098529.1	Gm27362	Gene Expression
ENSMUSG00000086727.7	AC121888.2	Gene Expression
ENSMUSG00000100910.1	RP24-421A2.2	Gene Expression
ENSMUSG00000099796.1	RP24-421A2.1	Gene Expression
ENSMUSG00000050217.13	Lgsn	Gene Expression
ENSMUSG00000026063.4	Pih1d3	Gene Expression
ENSMUSG00000077664.1	Gm26145	Gene Expression
ENSMUSG00000100205.1	RP24-142M5.2	Gene Expression
ENSMUSG00000100592.1	RP24-142M5.3	Gene Expression
ENSMUSG00000094215.2	RP24-142M5.1	Gene Expression
ENSMUSG00000101093.1	RP24-342F15.1	Gene Expression
ENSMUSG00000070960.4	RP24-270O22.1	Gene Expression
ENSMUSG00000088620.1	Gm23032	Gene Expression
ENSMUSG00000082159.2	AC134327.1	Gene Expression
ENSMUSG00000026058.11	Khdrbs2	Gene Expression
ENSMUSG00000064688.1	Gm25814	Gene Expression
ENSMUSG00000103482.1	RP23-109J14.2	Gene Expression
ENSMUSG00000104498.1	RP23-109J14.3	Gene Expression
ENSMUSG00000104313.1	RP23-109J14.5	Gene Expression
ENSMUSG00000102865.1	RP24-390L20.1	Gene Expression
ENSMUSG00000102321.1	RP24-390L20.5	Gene Expression
ENSMUSG00000091318.2	RP24-390L20.3	Gene Expression
ENSMUSG00000089489.1	Gm24732	Gene Expression
ENSMUSG00000104433.1	RP23-28G12.2	Gene Expression
ENSMUSG00000089395.1	Gm23024	Gene Expression
ENSMUSG00000102926.1	RP23-144E24.1	Gene Expression
ENSMUSG00000100497.1	RP23-75G11.1	Gene Expression
ENSMUSG00000102917.1	RP23-75G11.4	Gene Expression
ENSMUSG00000100481.1	RP23-75G11.2	Gene Expression
ENSMUSG00000100590.1	RP23-75G11.3	Gene Expression
ENSMUSG00000088750.1	Gm24901	Gene Expression
ENSMUSG00000104230.1	RP23-154N2.3	Gene Expression
ENSMUSG00000101754.2	RP23-154N2.2	Gene Expression
ENSMUSG00000065223.1	Gm25792	Gene Expression
ENSMUSG00000100318.2	RP23-443F6.1	Gene Expression
ENSMUSG00000101612.2	RP23-125B4.2	Gene Expression
ENSMUSG00000065260.1	Gm23453	Gene Expression
ENSMUSG00000026134.11	Prim2	Gene Expression
ENSMUSG00000101682.1	RP23-125B4.3	Gene Expression
ENSMUSG00000102714.1	RP24-423J19.3	Gene Expression
ENSMUSG00000102093.1	RP24-423J19.6	Gene Expression
ENSMUSG00000103746.1	RP24-423J19.1	Gene Expression
ENSMUSG00000102198.1	RP24-423J19.7	Gene Expression
ENSMUSG00000004768.14	Rab23	Gene Expression
ENSMUSG00000042215.8	Bag2	Gene Expression
ENSMUSG00000103072.1	RP23-32P22.1	Gene Expression
ENSMUSG00000042197.13	Zfp451	Gene Expression
ENSMUSG00000081402.4	AC163668.5	Gene Expression
ENSMUSG00000042182.16	Bend6	Gene Expression
ENSMUSG00000104416.1	RP23-32P22.2	Gene Expression
ENSMUSG00000026131.18	Dst	Gene Expression
ENSMUSG00000103596.1	RP23-87D8.2	Gene Expression
ENSMUSG00000099382.1	RP23-87D8.1	Gene Expression
ENSMUSG00000084506.1	Gm23792	Gene Expression
ENSMUSG00000103364.1	RP23-87D8.4	Gene Expression
ENSMUSG00000105982.1	Mir6896	Gene Expression
ENSMUSG00000096992.3	RP23-151I7.1	Gene Expression
ENSMUSG00000103001.1	RP24-422C24.3	Gene Expression
ENSMUSG00000104397.1	RP24-152H15.5	Gene Expression
ENSMUSG00000102839.1	RP24-152H15.4	Gene Expression
ENSMUSG00000101206.1	RP24-152H15.2	Gene Expression
ENSMUSG00000101462.2	RP24-152H15.3	Gene Expression
ENSMUSG00000102336.1	RP24-554B1.11	Gene Expression
ENSMUSG00000092852.1	Mir5103	Gene Expression
ENSMUSG00000042111.9	Ccdc115	Gene Expression
ENSMUSG00000101711.1	RP24-554B1.1	Gene Expression
ENSMUSG00000026127.13	Imp4	Gene Expression
ENSMUSG00000026126.15	Ptpn18	Gene Expression
ENSMUSG00000100280.2	RP24-554B1.10	Gene Expression
ENSMUSG00000101223.6	RP24-554B1.5	Gene Expression
ENSMUSG00000026125.9	Prss39	Gene Expression
ENSMUSG00000101116.1	RP24-554B1.9	Gene Expression
ENSMUSG00000026124.4	Cfc1	Gene Expression
ENSMUSG00000101803.1	RP24-554B1.8	Gene Expression
ENSMUSG00000037529.13	Prss40	Gene Expression
ENSMUSG00000045815.4	RP24-70I14.1	Gene Expression
ENSMUSG00000045174.10	Amer3	Gene Expression
